,,Subject,,,M2512B,
,,Protocol,,,00 familiarization,
,,Type,,,Master,
,,Channel,,,7,
,,Master,,,,
,,Date,,,9/22/2025,
,,Time,,,16:29:52.628,
,,Clock,,,2,
,,Time Warp,,,1x,
4,37.538,Input,2,Lick,,
5,37.600,Input,34,LickOff,,
6,37.641,Input,2,Lick,,
7,37.691,Input,34,LickOff,,
8,37.764,Input,2,Lick,,
9,37.821,Input,34,LickOff,,
10,38.061,Input,2,Lick,,
11,38.085,Input,34,LickOff,,
12,38.186,Input,2,Lick,,
13,38.219,Input,34,LickOff,,
14,38.299,Input,2,Lick,,
15,38.337,Input,34,LickOff,,
16,38.421,Input,2,Lick,,
17,38.467,Input,34,LickOff,,
18,38.546,Input,2,Lick,,
19,38.594,Input,34,LickOff,,
20,38.666,Input,2,Lick,,
21,38.721,Input,34,LickOff,,
22,38.794,Input,2,Lick,,
23,38.837,Input,34,LickOff,,
24,38.899,Input,2,Lick,,
25,38.964,Input,34,LickOff,,
26,39.038,Input,2,Lick,,
27,39.093,Input,34,LickOff,,
28,39.163,Input,2,Lick,,
29,39.223,Input,34,LickOff,,
30,39.305,Input,2,Lick,,
31,39.353,Input,34,LickOff,,
32,39.434,Input,2,Lick,,
33,39.492,Input,34,LickOff,,
34,39.576,Input,2,Lick,,
35,39.619,Input,34,LickOff,,
36,39.842,Input,2,Lick,,
37,39.898,Input,34,LickOff,,
38,39.977,Input,2,Lick,,
39,40.034,Input,34,LickOff,,
40,40.118,Input,2,Lick,,
41,40.178,Input,34,LickOff,,
42,40.260,Input,2,Lick,,
43,40.317,Input,34,LickOff,,
44,40.401,Input,2,Lick,,
45,40.464,Input,34,LickOff,,
46,40.538,Input,2,Lick,,
47,40.601,Input,34,LickOff,,
48,40.680,Input,2,Lick,,
49,40.740,Input,34,LickOff,,
50,40.824,Input,2,Lick,,
51,40.879,Input,34,LickOff,,
52,40.963,Input,2,Lick,,
53,41.028,Input,34,LickOff,,
54,41.126,Input,2,Lick,,
55,41.179,Input,34,LickOff,,
56,41.256,Input,2,Lick,,
57,41.311,Input,34,LickOff,,
58,41.400,Input,2,Lick,,
59,41.451,Input,34,LickOff,,
60,41.537,Input,2,Lick,,
61,41.599,Input,34,LickOff,,
62,41.688,Input,2,Lick,,
63,41.751,Input,34,LickOff,,
64,41.842,Input,2,Lick,,
65,41.905,Input,34,LickOff,,
66,41.989,Input,2,Lick,,
67,42.056,Input,34,LickOff,,
68,42.159,Input,2,Lick,,
69,42.211,Input,34,LickOff,,
70,42.286,Input,2,Lick,,
71,42.353,Input,34,LickOff,,
72,42.440,Input,2,Lick,,
73,42.507,Input,34,LickOff,,
74,42.606,Input,2,Lick,,
75,42.661,Input,34,LickOff,,
76,42.745,Input,2,Lick,,
77,42.817,Input,34,LickOff,,
78,42.901,Input,2,Lick,,
79,42.968,Input,34,LickOff,,
80,43.071,Input,2,Lick,,
81,43.131,Input,34,LickOff,,
82,43.215,Input,2,Lick,,
83,43.280,Input,34,LickOff,,
84,43.367,Input,2,Lick,,
85,43.436,Input,34,LickOff,,
86,43.520,Input,2,Lick,,
87,43.588,Input,34,LickOff,,
88,43.669,Input,2,Lick,,
89,43.729,Input,34,LickOff,,
90,43.809,Input,2,Lick,,
91,43.873,Input,34,LickOff,,
92,43.972,Input,2,Lick,,
93,44.030,Input,34,LickOff,,
94,44.120,Input,2,Lick,,
95,44.185,Input,34,LickOff,,
96,44.271,Input,2,Lick,,
97,44.341,Input,34,LickOff,,
98,44.423,Input,2,Lick,,
99,44.495,Input,34,LickOff,,
100,44.586,Input,2,Lick,,
101,44.651,Input,34,LickOff,,
102,44.749,Input,2,Lick,,
103,44.814,Input,34,LickOff,,
104,44.896,Input,2,Lick,,
105,44.968,Input,34,LickOff,,
106,45.057,Input,2,Lick,,
107,45.116,Input,34,LickOff,,
108,45.200,Input,2,Lick,,
109,45.277,Input,34,LickOff,,
110,45.359,Input,2,Lick,,
111,45.429,Input,34,LickOff,,
112,45.527,Input,2,Lick,,
113,45.592,Input,34,LickOff,,
114,45.676,Input,2,Lick,,
115,45.729,Input,34,LickOff,,
116,46.413,Input,2,Lick,,
117,46.451,Input,34,LickOff,,
118,46.535,Input,2,Lick,,
119,46.593,Input,34,LickOff,,
120,46.679,Input,2,Lick,,
121,46.732,Input,34,LickOff,,
122,46.819,Input,2,Lick,,
123,46.874,Input,34,LickOff,,
124,46.958,Input,2,Lick,,
125,47.016,Input,34,LickOff,,
126,47.124,Input,2,Lick,,
127,47.184,Input,34,LickOff,,
128,47.258,Input,2,Lick,,
129,47.316,Input,34,LickOff,,
130,47.397,Input,2,Lick,,
131,47.455,Input,34,LickOff,,
132,47.479,Input,2,Lick,,
133,47.501,Input,34,LickOff,,
134,47.556,Input,2,Lick,,
135,47.618,Input,34,LickOff,,
136,47.703,Input,2,Lick,,
137,47.760,Input,34,LickOff,,
138,47.835,Input,2,Lick,,
139,47.904,Input,34,LickOff,,
140,47.971,Input,2,Lick,,
141,48.043,Input,34,LickOff,,
142,48.120,Input,2,Lick,,
143,48.192,Input,34,LickOff,,
144,48.283,Input,2,Lick,,
145,48.355,Input,34,LickOff,,
146,48.432,Input,2,Lick,,
147,48.506,Input,34,LickOff,,
148,48.586,Input,2,Lick,,
149,48.665,Input,34,LickOff,,
150,48.743,Input,2,Lick,,
151,48.818,Input,34,LickOff,,
152,48.911,Input,2,Lick,,
153,48.983,Input,34,LickOff,,
154,49.063,Input,2,Lick,,
155,49.134,Input,34,LickOff,,
156,49.223,Input,2,Lick,,
157,49.278,Input,34,LickOff,,
158,49.365,Input,2,Lick,,
159,49.430,Input,34,LickOff,,
160,49.514,Input,2,Lick,,
161,49.574,Input,34,LickOff,,
162,49.670,Input,2,Lick,,
163,49.725,Input,34,LickOff,,
164,49.807,Input,2,Lick,,
165,49.874,Input,34,LickOff,,
166,49.953,Input,2,Lick,,
167,50.026,Input,34,LickOff,,
168,50.107,Input,2,Lick,,
169,50.186,Input,34,LickOff,,
170,50.287,Input,2,Lick,,
171,50.342,Input,34,LickOff,,
172,50.419,Input,2,Lick,,
173,50.496,Input,34,LickOff,,
174,50.582,Input,2,Lick,,
175,50.654,Input,34,LickOff,,
176,50.748,Input,2,Lick,,
177,50.813,Input,34,LickOff,,
178,50.909,Input,2,Lick,,
179,50.984,Input,34,LickOff,,
180,51.067,Input,2,Lick,,
181,51.142,Input,34,LickOff,,
182,51.228,Input,2,Lick,,
183,51.305,Input,34,LickOff,,
184,51.391,Input,2,Lick,,
185,51.466,Input,34,LickOff,,
186,51.557,Input,2,Lick,,
187,51.626,Input,34,LickOff,,
188,51.711,Input,2,Lick,,
189,51.771,Input,34,LickOff,,
190,51.853,Input,2,Lick,,
191,51.930,Input,34,LickOff,,
192,52.007,Input,2,Lick,,
193,52.076,Input,34,LickOff,,
194,52.172,Input,2,Lick,,
195,52.241,Input,34,LickOff,,
196,52.320,Input,2,Lick,,
197,52.400,Input,34,LickOff,,
198,52.481,Input,2,Lick,,
199,52.558,Input,34,LickOff,,
200,52.632,Input,2,Lick,,
201,52.709,Input,34,LickOff,,
202,52.800,Input,2,Lick,,
203,52.877,Input,34,LickOff,,
204,52.961,Input,2,Lick,,
205,53.033,Input,34,LickOff,,
206,53.115,Input,2,Lick,,
207,53.194,Input,34,LickOff,,
208,53.299,Input,2,Lick,,
209,53.373,Input,34,LickOff,,
210,53.455,Input,2,Lick,,
211,53.520,Input,34,LickOff,,
212,53.607,Input,2,Lick,,
213,53.684,Input,34,LickOff,,
214,53.792,Input,2,Lick,,
215,53.855,Input,34,LickOff,,
216,53.946,Input,2,Lick,,
217,54.006,Input,34,LickOff,,
218,54.081,Input,2,Lick,,
219,54.153,Input,34,LickOff,,
220,54.253,Input,2,Lick,,
221,54.323,Input,34,LickOff,,
222,54.399,Input,2,Lick,,
223,54.469,Input,34,LickOff,,
224,54.553,Input,2,Lick,,
225,54.630,Input,34,LickOff,,
226,54.714,Input,2,Lick,,
227,54.793,Input,34,LickOff,,
228,54.894,Input,2,Lick,,
229,54.966,Input,34,LickOff,,
230,55.055,Input,2,Lick,,
231,55.130,Input,34,LickOff,,
232,55.214,Input,2,Lick,,
233,55.295,Input,34,LickOff,,
234,55.381,Input,2,Lick,,
235,55.461,Input,34,LickOff,,
236,55.557,Input,2,Lick,,
237,55.638,Input,34,LickOff,,
238,55.732,Input,2,Lick,,
239,55.792,Input,34,LickOff,,
240,55.876,Input,2,Lick,,
241,55.941,Input,34,LickOff,,
242,62.696,Input,2,Lick,,
243,62.761,Input,34,LickOff,,
244,62.823,Input,2,Lick,,
245,62.879,Input,34,LickOff,,
246,62.965,Input,2,Lick,,
247,63.020,Input,34,LickOff,,
248,63.090,Input,2,Lick,,
249,63.155,Input,34,LickOff,,
250,63.231,Input,2,Lick,,
251,63.296,Input,34,LickOff,,
252,63.378,Input,2,Lick,,
253,63.447,Input,34,LickOff,,
254,63.521,Input,2,Lick,,
255,63.586,Input,34,LickOff,,
256,63.680,Input,2,Lick,,
257,63.744,Input,34,LickOff,,
258,63.821,Input,2,Lick,,
259,63.891,Input,34,LickOff,,
260,63.985,Input,2,Lick,,
261,64.054,Input,34,LickOff,,
262,64.133,Input,2,Lick,,
263,64.201,Input,34,LickOff,,
264,64.280,Input,2,Lick,,
265,64.359,Input,34,LickOff,,
266,64.438,Input,2,Lick,,
267,64.512,Input,34,LickOff,,
268,64.605,Input,2,Lick,,
269,64.670,Input,34,LickOff,,
270,64.749,Input,2,Lick,,
271,64.817,Input,34,LickOff,,
272,64.896,Input,2,Lick,,
273,64.965,Input,34,LickOff,,
274,65.059,Input,2,Lick,,
275,65.128,Input,34,LickOff,,
276,65.208,Input,2,Lick,,
277,65.277,Input,34,LickOff,,
278,65.359,Input,2,Lick,,
279,65.433,Input,34,LickOff,,
280,65.517,Input,2,Lick,,
281,65.591,Input,34,LickOff,,
282,65.683,Input,2,Lick,,
283,65.755,Input,34,LickOff,,
284,65.836,Input,2,Lick,,
285,65.904,Input,34,LickOff,,
286,65.990,Input,2,Lick,,
287,66.067,Input,34,LickOff,,
288,66.173,Input,2,Lick,,
289,66.229,Input,34,LickOff,,
290,68.053,Input,2,Lick,,
291,68.118,Input,34,LickOff,,
292,68.176,Input,2,Lick,,
293,68.226,Input,34,LickOff,,
294,68.298,Input,2,Lick,,
295,68.356,Input,34,LickOff,,
296,68.430,Input,2,Lick,,
297,68.495,Input,34,LickOff,,
298,68.569,Input,2,Lick,,
299,68.639,Input,34,LickOff,,
300,68.711,Input,2,Lick,,
301,68.785,Input,34,LickOff,,
302,68.860,Input,2,Lick,,
303,68.927,Input,34,LickOff,,
304,69.004,Input,2,Lick,,
305,69.081,Input,34,LickOff,,
306,69.160,Input,2,Lick,,
307,69.233,Input,34,LickOff,,
308,69.317,Input,2,Lick,,
309,69.391,Input,34,LickOff,,
310,69.465,Input,2,Lick,,
311,69.542,Input,34,LickOff,,
312,69.619,Input,2,Lick,,
313,69.698,Input,34,LickOff,,
314,69.785,Input,2,Lick,,
315,69.871,Input,34,LickOff,,
316,69.950,Input,2,Lick,,
317,70.030,Input,34,LickOff,,
318,70.111,Input,2,Lick,,
319,70.195,Input,34,LickOff,,
320,70.272,Input,2,Lick,,
321,70.359,Input,34,LickOff,,
322,70.452,Input,2,Lick,,
323,70.526,Input,34,LickOff,,
324,70.601,Input,2,Lick,,
325,70.680,Input,34,LickOff,,
326,73.768,Input,2,Lick,,
327,73.840,Input,34,LickOff,,
328,73.953,Input,2,Lick,,
329,74.032,Input,34,LickOff,,
330,74.075,Input,2,Lick,,
331,74.145,Input,34,LickOff,,
332,74.229,Input,2,Lick,,
333,74.296,Input,34,LickOff,,
334,74.370,Input,2,Lick,,
335,74.444,Input,34,LickOff,,
336,74.516,Input,2,Lick,,
337,74.590,Input,34,LickOff,,
338,74.660,Input,2,Lick,,
339,74.737,Input,34,LickOff,,
340,74.809,Input,2,Lick,,
341,74.888,Input,34,LickOff,,
342,74.974,Input,2,Lick,,
343,75.044,Input,34,LickOff,,
344,75.114,Input,2,Lick,,
345,75.190,Input,34,LickOff,,
346,75.260,Input,2,Lick,,
347,75.339,Input,34,LickOff,,
348,75.414,Input,2,Lick,,
349,75.493,Input,34,LickOff,,
350,75.639,Input,2,Lick,,
351,75.711,Input,34,LickOff,,
352,75.802,Input,2,Lick,,
353,75.871,Input,34,LickOff,,
354,75.951,Input,2,Lick,,
355,76.030,Input,34,LickOff,,
356,76.104,Input,2,Lick,,
357,76.181,Input,34,LickOff,,
358,76.256,Input,2,Lick,,
359,76.335,Input,34,LickOff,,
360,76.422,Input,2,Lick,,
361,76.503,Input,34,LickOff,,
362,76.575,Input,2,Lick,,
363,76.654,Input,34,LickOff,,
364,76.735,Input,2,Lick,,
365,76.817,Input,34,LickOff,,
366,76.906,Input,2,Lick,,
367,76.978,Input,34,LickOff,,
368,77.057,Input,2,Lick,,
369,77.132,Input,34,LickOff,,
370,77.206,Input,2,Lick,,
371,77.283,Input,34,LickOff,,
372,77.360,Input,2,Lick,,
373,77.448,Input,34,LickOff,,
374,80.359,Input,2,Lick,,
375,80.407,Input,34,LickOff,,
376,80.464,Input,2,Lick,,
377,80.527,Input,34,LickOff,,
378,80.592,Input,2,Lick,,
379,80.656,Input,34,LickOff,,
380,80.726,Input,2,Lick,,
381,80.798,Input,34,LickOff,,
382,80.868,Input,2,Lick,,
383,80.942,Input,34,LickOff,,
384,81.021,Input,2,Lick,,
385,81.093,Input,34,LickOff,,
386,81.158,Input,2,Lick,,
387,81.237,Input,34,LickOff,,
388,81.309,Input,2,Lick,,
389,81.388,Input,34,LickOff,,
390,81.456,Input,2,Lick,,
391,81.540,Input,34,LickOff,,
392,81.624,Input,2,Lick,,
393,81.700,Input,34,LickOff,,
394,81.772,Input,2,Lick,,
395,81.851,Input,34,LickOff,,
396,81.926,Input,2,Lick,,
397,82.007,Input,34,LickOff,,
398,82.082,Input,2,Lick,,
399,82.168,Input,34,LickOff,,
400,82.252,Input,2,Lick,,
401,82.324,Input,34,LickOff,,
402,82.391,Input,2,Lick,,
403,82.468,Input,34,LickOff,,
404,82.550,Input,2,Lick,,
405,82.617,Input,34,LickOff,,
406,82.706,Input,2,Lick,,
407,82.773,Input,34,LickOff,,
408,82.852,Input,2,Lick,,
409,82.926,Input,34,LickOff,,
410,83.017,Input,2,Lick,,
411,83.094,Input,34,LickOff,,
412,83.166,Input,2,Lick,,
413,83.247,Input,34,LickOff,,
414,83.319,Input,2,Lick,,
415,83.399,Input,34,LickOff,,
416,83.473,Input,2,Lick,,
417,83.552,Input,34,LickOff,,
418,83.639,Input,2,Lick,,
419,83.717,Input,34,LickOff,,
420,83.791,Input,2,Lick,,
421,83.869,Input,34,LickOff,,
422,83.956,Input,2,Lick,,
423,84.032,Input,34,LickOff,,
424,84.114,Input,2,Lick,,
425,84.188,Input,34,LickOff,,
426,84.282,Input,2,Lick,,
427,84.363,Input,34,LickOff,,
428,84.436,Input,2,Lick,,
429,84.520,Input,34,LickOff,,
430,84.606,Input,2,Lick,,
431,84.676,Input,34,LickOff,,
432,84.762,Input,2,Lick,,
433,84.838,Input,34,LickOff,,
434,84.939,Input,2,Lick,,
435,85.014,Input,34,LickOff,,
436,85.091,Input,2,Lick,,
437,85.168,Input,34,LickOff,,
438,85.252,Input,2,Lick,,
439,85.319,Input,34,LickOff,,
440,85.400,Input,2,Lick,,
441,85.480,Input,34,LickOff,,
442,85.561,Input,2,Lick,,
443,85.643,Input,34,LickOff,,
444,85.722,Input,2,Lick,,
445,85.803,Input,34,LickOff,,
446,85.890,Input,2,Lick,,
447,85.964,Input,34,LickOff,,
448,86.043,Input,2,Lick,,
449,86.106,Input,34,LickOff,,
450,86.180,Input,2,Lick,,
451,86.255,Input,34,LickOff,,
452,86.363,Input,2,Lick,,
453,86.437,Input,34,LickOff,,
454,86.504,Input,2,Lick,,
455,86.583,Input,34,LickOff,,
456,86.663,Input,2,Lick,,
457,86.747,Input,34,LickOff,,
458,86.826,Input,2,Lick,,
459,86.909,Input,34,LickOff,,
460,87.005,Input,2,Lick,,
461,87.087,Input,34,LickOff,,
462,87.166,Input,2,Lick,,
463,87.226,Input,34,LickOff,,
464,87.303,Input,2,Lick,,
465,87.375,Input,34,LickOff,,
466,87.464,Input,2,Lick,,
467,87.509,Input,34,LickOff,,
468,110.298,Input,2,Lick,,
469,110.353,Input,34,LickOff,,
470,110.432,Input,2,Lick,,
471,110.483,Input,34,LickOff,,
472,110.553,Input,2,Lick,,
473,110.615,Input,34,LickOff,,
474,110.677,Input,2,Lick,,
475,110.747,Input,34,LickOff,,
476,110.812,Input,2,Lick,,
477,110.886,Input,34,LickOff,,
478,110.953,Input,2,Lick,,
479,111.028,Input,34,LickOff,,
480,111.095,Input,2,Lick,,
481,111.162,Input,34,LickOff,,
482,112.003,Input,2,Lick,,
483,112.046,Input,34,LickOff,,
484,112.113,Input,2,Lick,,
485,112.168,Input,34,LickOff,,
486,112.237,Input,2,Lick,,
487,112.300,Input,34,LickOff,,
488,112.370,Input,2,Lick,,
489,112.437,Input,34,LickOff,,
490,112.504,Input,2,Lick,,
491,112.571,Input,34,LickOff,,
492,112.639,Input,2,Lick,,
493,112.713,Input,34,LickOff,,
494,112.780,Input,2,Lick,,
495,112.857,Input,34,LickOff,,
496,112.934,Input,2,Lick,,
497,113.003,Input,34,LickOff,,
498,113.076,Input,2,Lick,,
