11 0
127 0
127 0
13 0
998 221
1 0
207 8000
208 13000
115 3000
117 5
118 180
213 1000
214 1000
15 0
13 10729
31 10908
41 10908
51 10908
81 10924
14 10936
31 11088
41 11088
51 11088
14 11116
17 11288
81 12642
31 12708
41 12708
51 12708
14 12736
81 12751
31 12850
41 12850
51 12850
14 12878
81 12888
31 13001
41 13001
51 13001
14 13029
81 13037
31 13169
41 13169
51 13169
14 13197
17 13369
15 13729
15 13980
130 15830
127 15830
127 1
13 26506
15 29506
15 29757
130 31607
127 31607
127 1
13 41098
32 41269
42 41269
52 41269
14 41303
17 41469
15 44098
82 44217
15 44349
130 46199
127 46199
127 1
13 54589
15 57589
15 57840
130 59690
127 59690
127 0
13 69313
15 72313
15 72564
130 74415
127 74415
127 0
13 85138
31 85637
41 85637
51 85637
14 85665
81 85680
31 85738
41 85738
51 85738
14 85766
81 85778
31 85832
41 85832
51 85832
14 85860
81 85867
31 85922
41 85922
51 85922
14 85950
81 85961
31 86024
41 86024
51 86024
14 86052
81 86071
31 86129
41 86129
51 86129
14 86157
81 86184
31 86196
41 86196
51 86196
14 86224
17 86396
81 87195
31 87254
41 87254
51 87254
14 87282
81 87317
31 87382
41 87382
51 87382
14 87410
17 87582
81 87589
31 87660
41 87660
51 87660
14 87688
17 87860
81 88097
15 88138
331 88140
81 88211
15 88389
130 90239
127 90239
127 0
13 96719
31 96906
41 96906
51 96906
14 96934
17 97106
81 97117
31 97187
41 97187
51 97187
81 97199
331 97207
14 97215
81 97297
31 97312
41 97312
51 97312
14 97340
81 97398
31 97414
41 97414
51 97414
14 97442
81 97507
31 97523
41 97523
51 97523
14 97551
81 97612
31 97628
41 97628
51 97628
14 97656
81 97816
17 97828
31 97831
41 97831
51 97831
14 97859
17 98031
81 98995
31 99210
41 99210
51 99210
14 99238
81 99253
31 99322
41 99322
51 99322
14 99350
81 99365
31 99464
41 99464
51 99464
14 99492
81 99503
17 99664
15 99719
15 99970
130 101820
127 101820
127 1
13 110144
32 111579
42 111579
52 111579
82 111591
14 111613
32 111723
42 111723
52 111723
82 111735
14 111757
17 111923
15 113144
15 113395
130 115245
127 115245
127 1
13 122684
32 122877
42 122877
52 122877
14 122911
17 123077
82 125528
15 125684
15 125935
130 127785
127 127785
127 0
13 133808
31 134079
41 134079
51 134079
14 134107
17 134279
81 134673
31 134684
41 134684
51 134684
14 134712
81 134781
31 134852
41 134852
51 134852
14 134880
81 134899
31 134973
41 134973
51 134973
14 135002
81 135027
31 135047
41 135047
51 135047
14 135075
17 135247
81 135418
31 135496
41 135496
51 135496
14 135524
17 135696
81 135972
31 136051
41 136051
51 136051
14 136079
81 136090
31 136176
41 136176
51 136176
14 136204
81 136230
31 136289
41 136289
51 136289
14 136317
81 136344
31 136418
41 136418
51 136418
14 136446
17 136618
15 136808
81 136891
15 137059
130 138909
127 138909
127 0
13 145851
31 146045
41 146045
51 146045
14 146073
81 146088
31 146170
41 146170
51 146170
14 146198
81 146217
31 146241
41 146241
51 146241
14 146269
17 146441
15 148851
15 149102
130 150952
127 150952
127 1
13 160502
32 160693
42 160693
52 160693
14 160727
82 160744
32 160763
42 160763
52 160763
14 160797
17 160963
82 162802
32 162830
42 162830
52 162830
14 162864
17 163030
15 163503
82 163595
15 163754
130 165604
127 165604
127 1
13 176390
32 176669
42 176669
52 176669
14 176703
17 176869
15 179390
15 179641
130 181491
127 181491
127 0
13 187459
31 187651
41 187651
51 187651
14 187679
17 187851
81 188061
31 188068
41 188068
51 188068
14 188096
81 188155
31 188171
41 188171
51 188171
14 188199
81 188257
31 188272
41 188272
51 188272
14 188300
81 188369
31 188385
41 188385
51 188385
14 188413
17 188585
81 188604
31 188615
41 188615
51 188615
14 188643
17 188815
81 188826
31 188838
41 188838
51 188838
14 188866
17 189038
81 189310
31 189334
41 189334
51 189334
14 189362
81 189377
31 189423
41 189423
51 189423
14 189451
81 189471
17 189623
31 189627
41 189627
51 189627
14 189655
17 189827
81 190302
31 190322
41 190322
51 190322
14 190350
81 190411
31 190443
41 190443
51 190443
15 190459
14 190471
17 190643
15 190710
130 192560
127 192560
127 1
13 199767
32 199957
42 199957
52 199957
14 199991
17 200157
15 202767
15 203018
130 204868
127 204868
127 0
13 213916
31 214103
41 214103
51 214103
14 214131
17 214303
81 214728
31 214740
41 214740
51 214740
14 214768
17 214940
81 216497
31 216505
41 216505
51 216505
14 216533
81 216621
31 216638
41 216638
51 216638
14 216666
81 216677
331 216688
81 216739
31 216806
41 216806
51 216806
14 216834
81 216860
31 216884
41 216884
51 216884
14 216912
15 216916
