11 0
127 0
127 0
13 0
999 189
1 0
127 100
104 1
128 8000
129 13000
115 3000
117 5
118 180
15 0
212 0
212 -1
211 0
211 -1
216 8747
203 8747
203 -1
2 8747
13 8747
31 9089
41 9089
14 9097
31 9221
41 9221
14 9229
31 9365
41 9365
14 9374
31 9478
41 9478
14 9486
31 9621
41 9621
14 9630
31 9738
41 9738
14 9746
31 9859
41 9859
14 9867
31 9976
41 9976
14 9984
31 10096
41 10096
14 10104
31 10220
41 10220
14 10228
31 10337
41 10337
14 10345
31 10465
41 10465
14 10473
31 10590
41 10590
14 10598
217 11747
202 11747
15 11747
212 11747
212 -1
211 11747
211 -1
11 11750
15 11950
130 12650
127 12650
127 2
216 23991
203 23991
203 -1
2 23991
13 23991
33 24375
43 24375
14 24383
33 24507
43 24507
14 24515
33 24873
43 24873
14 24881
217 26991
202 26991
15 26991
212 26991
212 -1
211 26991
211 -1
11 26994
15 27194
130 27894
127 27894
127 4
216 35978
203 35978
203 -1
2 35978
13 35978
35 36760
45 36760
14 36805
217 38978
202 38978
15 38978
212 38978
212 -1
211 38978
211 -1
11 38981
15 39181
130 39881
127 39881
127 3
216 48125
203 48125
203 -1
2 48125
13 48125
34 48927
44 48927
14 48957
34 49132
44 49132
14 49162
34 49238
44 49238
14 49268
34 49346
44 49346
14 49376
34 49452
44 49452
14 49482
34 49681
44 49681
14 49711
34 49805
44 49805
14 49835
34 49918
44 49918
14 49948
34 50039
44 50039
14 50069
34 50159
44 50159
14 50189
34 50408
44 50408
14 50438
34 50680
44 50680
14 50710
217 51125
202 51125
15 51125
212 51125
212 -1
211 51125
211 -1
11 51129
15 51329
130 52029
127 52029
127 1
216 61727
203 61727
203 -1
2 61727
13 61727
32 62458
42 62458
14 62494
32 62570
42 62570
14 62605
32 62718
42 62718
14 62753
32 62815
42 62815
14 62850
32 62951
42 62951
14 62986
32 63064
42 63064
14 63099
32 63185
42 63185
14 63220
32 63313
42 63313
14 63348
32 63437
42 63437
14 63472
32 63573
42 63573
14 63608
32 63694
42 63694
14 63729
32 63834
42 63834
14 63869
32 63970
42 63970
14 64005
32 64102
42 64102
14 64137
32 64246
42 64246
14 64281
217 64727
202 64727
15 64727
212 64727
212 -1
211 64727
211 -1
11 64730
15 64930
130 65630
127 65630
127 2
216 77715
203 77715
203 -1
2 77715
13 77715
33 78302
43 78302
14 78310
33 78434
43 78434
14 78442
33 78566
43 78566
14 78574
33 78687
43 78687
14 78695
33 79071
43 79071
14 79079
217 80715
202 80715
15 80715
212 80715
212 -1
211 80715
211 -1
11 80719
15 80919
130 81619
127 81619
127 0
216 90446
203 90446
203 -1
2 90446
13 90446
31 91073
41 91073
14 91081
31 91213
41 91213
14 91221
31 91337
41 91337
14 91345
31 91470
41 91470
14 91478
31 91602
41 91602
14 91610
31 91730
41 91730
14 91738
31 91851
41 91851
14 91859
31 91967
41 91967
14 91975
31 92091
41 92091
14 92099
31 92208
41 92208
14 92216
31 92441
41 92441
14 92449
31 92690
41 92690
14 92698
31 92839
41 92839
14 92847
31 92950
41 92950
14 92958
31 93185
41 93185
14 93193
31 93313
41 93313
14 93321
31 93437
41 93437
14 93445
217 93446
202 93446
15 93446
212 93446
212 -1
211 93446
211 -1
11 93449
15 93649
130 94349
127 94349
127 3
216 101689
203 101689
203 -1
2 101689
13 101689
34 102012
44 102012
14 102042
34 102222
44 102222
14 102252
34 102369
44 102369
14 102399
217 104689
202 104689
15 104689
212 104689
212 -1
211 104689
211 -1
11 104693
15 104893
130 105593
127 105593
127 1
216 113877
203 113877
203 -1
2 113877
13 113877
32 114414
42 114414
14 114449
32 114559
42 114559
14 114594
32 114655
42 114655
14 114690
32 114788
42 114788
14 114823
32 114897
42 114897
14 114932
32 115013
42 115013
14 115048
32 115130
42 115130
14 115165
32 115236
42 115236
14 115271
32 115364
42 115364
14 115399
32 115476
42 115476
14 115511
32 115596
42 115596
14 115631
32 115713
42 115713
14 115748
32 115830
42 115830
14 115865
32 115950
42 115950
14 115985
32 116199
42 116199
14 116234
217 116877
202 116877
15 116877
212 116877
212 -1
211 116877
211 -1
11 116881
15 117081
130 117781
127 117781
127 4
216 127095
203 127095
203 -1
2 127095
13 127095
35 127469
45 127469
14 127514
35 127606
45 127606
14 127651
35 127832
45 127832
14 127877
217 130095
202 130095
15 130095
212 130095
212 -1
211 130095
211 -1
11 130098
15 130298
130 130998
127 130998
127 0
216 140168
203 140168
203 -1
2 140168
13 140168
31 140480
41 140480
14 140489
31 140710
41 140710
14 140718
31 140838
41 140838
14 140846
31 140954
41 140954
14 140962
