Project,UserID,Protocol,Session,Station,Run,Subject,Time,Current State,Transition State,Transition Event,On1A1,On1A2,On1A3,On1A4,Off1A1,Off1A2,Off1A3,Off1A4
,,30 lickometer w bins,,8,,4202,0.000,0,0,0,0,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,0.005,0,1,0,0,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,19.180,1,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,19.220,1,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,19.295,1,2,1,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,19.330,2,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,19.735,2,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,19.775,2,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,19.955,2,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,19.995,2,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,43.795,2,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,43.830,2,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,43.845,2,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,43.885,2,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,44.005,2,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,44.045,2,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,44.225,2,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,44.265,2,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,44.365,2,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,44.405,2,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,44.470,2,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,44.510,2,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,45.455,2,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,45.495,2,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,46.485,2,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,46.525,2,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,46.615,2,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,46.655,2,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,46.750,2,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,46.790,2,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,48.815,2,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,48.855,2,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,48.865,2,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,48.905,2,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,50.025,2,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,50.060,2,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,50.080,2,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,50.120,2,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,50.915,2,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,50.955,2,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,51.085,2,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,51.235,2,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,51.270,2,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,51.500,2,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,51.540,2,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,51.640,2,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,51.675,2,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,52.905,2,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,52.940,2,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,53.070,2,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,53.105,2,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,53.800,2,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,53.920,2,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,53.960,2,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,54.090,2,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,54.125,2,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,54.245,2,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,54.280,2,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,54.395,2,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,54.430,2,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,54.560,2,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,54.600,2,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,55.010,2,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,55.050,2,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,56.250,2,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,56.290,2,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,56.465,2,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,56.500,2,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,57.530,2,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,57.570,2,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,57.710,2,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,57.750,2,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,79.295,2,3,0,0,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,87.860,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,87.900,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,88.040,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,88.080,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,88.945,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,88.985,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,89.145,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,89.180,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,89.790,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,89.825,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,89.925,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,89.960,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,90.075,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,90.115,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,90.220,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,90.260,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,90.370,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,90.410,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,91.585,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,91.625,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,91.740,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,91.780,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,93.570,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,93.605,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,94.120,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,94.160,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,94.255,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,94.290,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,94.415,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,94.455,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,94.575,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,94.615,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,94.730,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,94.765,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,94.910,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,96.430,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,96.465,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,96.580,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,96.620,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,97.175,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,97.215,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,97.330,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,97.370,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,97.500,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,97.535,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,97.650,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,97.685,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,97.800,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,97.835,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,98.000,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,98.035,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,118.525,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,118.560,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,119.130,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,119.170,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,119.275,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,119.315,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,119.420,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,119.460,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,120.410,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,120.445,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,120.545,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,120.585,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,120.700,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,120.735,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,120.855,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,120.895,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,121.020,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,121.060,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,121.145,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,121.185,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,121.320,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,121.355,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,122.015,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,122.055,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,122.170,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,122.210,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,123.700,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,123.735,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,123.860,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,123.900,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,124.000,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,124.040,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,124.165,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,124.205,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,124.305,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,124.340,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,124.505,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,124.545,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,125.640,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,125.680,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,125.795,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,125.835,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,126.090,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,126.130,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,126.255,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,126.295,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,126.585,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,126.620,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,126.710,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,126.750,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,126.875,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,126.915,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,127.005,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,127.045,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,127.190,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,127.225,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,127.750,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,127.790,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,127.890,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,127.930,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,128.040,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,128.075,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,128.190,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,128.225,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,128.360,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,128.400,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,128.510,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,128.550,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,128.680,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,128.715,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,129.895,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,129.935,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,130.070,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,130.110,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,130.220,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,130.260,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,130.760,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,130.800,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,130.930,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,130.970,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,131.085,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,131.125,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,131.240,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,131.280,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,131.405,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,131.445,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,131.560,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,131.595,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,131.725,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,131.765,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,131.880,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,131.920,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,132.040,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,132.080,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,133.270,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,133.310,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,133.430,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,133.470,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,133.635,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,133.780,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,133.820,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,134.690,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,134.730,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,134.830,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,134.870,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,135.025,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,135.065,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,135.150,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,135.190,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,135.335,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,135.370,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,135.470,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,135.505,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,135.655,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,135.695,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,135.800,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,135.840,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,136.715,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,136.755,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,136.845,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,136.880,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,137.320,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,137.355,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,137.495,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,137.530,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,137.645,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,137.685,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,138.020,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,138.055,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,138.165,3,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,138.200,3,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,139.295,3,4,0,0,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,139.520,4,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,139.560,4,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,140.010,4,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,140.045,4,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,140.180,4,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,140.215,4,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,140.345,4,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,140.385,4,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,140.505,4,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,140.540,4,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,144.225,4,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,144.260,4,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,144.370,4,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,144.410,4,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,144.805,4,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,144.840,4,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,144.960,4,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,145.000,4,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,145.135,4,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,145.175,4,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,145.455,4,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,145.490,4,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,145.595,4,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,145.635,4,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,145.890,4,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,145.930,4,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,146.620,4,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,146.660,4,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,146.800,4,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,146.840,4,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,146.940,4,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,146.980,4,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,147.560,4,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,147.600,4,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,147.715,4,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,147.755,4,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,148.040,4,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,148.080,4,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,148.220,4,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,148.255,4,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,148.375,4,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,148.415,4,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,148.555,4,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,148.595,4,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,148.705,4,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,148.740,4,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,149.265,4,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,149.300,4,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,149.600,4,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,149.640,4,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,149.750,4,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,149.790,4,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,149.930,4,0,0,1,0,0,0,0,0,0,0
