Project,UserID,Protocol,Session,Station,Run,Subject,Time,Current State,Transition State,Transition Event,On1A1,On1A2,On1A3,On1A4,Off1A1,Off1A2,Off1A3,Off1A4
,,30 lickometer w bins,,8,,4202,913.715,16,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,913.755,16,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,913.855,16,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,913.890,16,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,913.975,16,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,914.015,16,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,914.160,16,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,914.200,16,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,914.295,16,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,914.335,16,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,914.435,16,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,914.475,16,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,914.560,16,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,914.600,16,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,914.735,16,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,914.775,16,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,914.885,16,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,914.925,16,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,915.010,16,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,915.045,16,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,915.145,16,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,915.185,16,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,915.310,16,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,915.345,16,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,915.420,16,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,915.460,16,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,915.595,16,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,915.635,16,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,915.740,16,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,915.775,16,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,915.870,16,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,915.910,16,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,916.295,16,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,916.335,16,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,916.425,16,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,916.465,16,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,916.865,16,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,916.905,16,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,917.000,16,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,917.035,16,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,917.170,16,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,917.205,16,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,917.300,16,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,917.340,16,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,917.470,16,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,917.510,16,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,917.600,16,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,917.640,16,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,917.740,16,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,917.775,16,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,917.905,16,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,917.945,16,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,918.025,16,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,918.065,16,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,918.285,16,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,918.325,16,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,918.420,16,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,918.460,16,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,918.555,16,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,918.595,16,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,918.720,16,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,918.755,16,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,918.855,16,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,918.895,16,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,919.005,16,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,919.045,16,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,919.155,16,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,919.190,16,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,919.295,16,17,0,0,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,919.315,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,919.355,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,919.440,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,919.480,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,919.570,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,919.610,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,919.705,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,919.745,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,920.100,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,920.135,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,920.245,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,920.285,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,920.370,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,920.410,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,920.515,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,920.555,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,920.670,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,920.710,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,920.835,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,920.870,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,920.965,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,921.005,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,921.095,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,921.135,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,921.245,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,921.285,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,921.380,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,921.420,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,922.925,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,922.965,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,923.075,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,923.115,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,923.365,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,923.405,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,924.055,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,924.095,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,924.365,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,924.405,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,924.515,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,924.555,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,924.675,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,924.710,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,924.815,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,924.855,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,924.995,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,925.035,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,925.125,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,925.160,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,925.295,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,925.335,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,927.760,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,927.795,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,927.900,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,927.940,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,928.105,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,928.140,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,928.190,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,928.225,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,928.380,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,928.420,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,928.525,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,928.565,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,928.830,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,928.870,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,928.985,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,929.020,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,929.155,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,929.190,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,929.305,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,929.345,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,929.485,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,929.520,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,929.615,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,929.650,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,929.750,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,929.790,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,930.080,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,930.120,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,930.200,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,930.240,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,930.470,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,930.505,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,930.635,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,930.670,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,931.020,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,931.060,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,931.295,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,931.335,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,931.450,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,931.490,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,931.580,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,931.620,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,931.750,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,931.790,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,931.890,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,931.925,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,932.025,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,932.065,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,932.175,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,932.215,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,932.305,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,932.345,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,932.445,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,932.485,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,932.595,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,932.630,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,932.875,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,932.910,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,934.725,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,934.760,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,935.065,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,935.100,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,935.370,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,935.410,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,935.535,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,935.575,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,935.825,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,935.865,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,935.995,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,936.035,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,936.185,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,936.225,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,936.650,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,936.690,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,936.805,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,936.840,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,936.985,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,937.025,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,937.150,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,937.190,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,937.310,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,937.350,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,937.480,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,937.520,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,937.625,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,937.660,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,937.760,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,937.800,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,937.935,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,937.975,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,940.640,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,940.675,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,940.765,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,940.805,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,940.920,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,940.960,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,941.090,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,941.125,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,941.220,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,941.255,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,941.555,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,941.630,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,941.700,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,941.740,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,941.765,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,941.800,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,941.910,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,941.945,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,942.215,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,942.255,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,942.375,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,942.415,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,942.530,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,942.570,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,942.685,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,942.720,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,943.115,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,943.155,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,943.255,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,943.295,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,943.435,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,943.475,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,943.550,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,943.590,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,943.725,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,943.765,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,943.855,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,943.895,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,944.000,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,944.040,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,944.170,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,944.210,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,944.580,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,944.620,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,944.720,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,944.760,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,944.865,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,944.905,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,944.995,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,945.035,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,945.285,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,945.325,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,945.705,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,945.745,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,946.025,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,946.065,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,946.200,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,946.240,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,946.350,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,946.390,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,946.525,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,946.565,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,946.660,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,946.695,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,946.855,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,946.895,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,946.990,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,947.030,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,947.285,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,947.325,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,947.820,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,947.860,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,948.105,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,948.145,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,948.420,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,948.460,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,948.580,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,948.620,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,948.740,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,948.775,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,948.915,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,948.950,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,949.060,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,949.095,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,949.195,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,949.230,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,949.390,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,949.425,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,949.525,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,949.565,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,949.970,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,950.005,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,961.280,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,961.320,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,961.540,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,961.580,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,961.700,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,961.740,17,0,0,0,0,0,0,1,0,0,0
,,30 lickometer w bins,,8,,4202,961.835,17,0,0,1,0,0,0,0,0,0,0
,,30 lickometer w bins,,8,,4202,961.875,17,0,0,0,0,0,0,1,0,0,0
