11 0
127 0
127 0
13 0
998 172
1 0
207 8000
208 13000
115 3000
117 5
118 180
213 1000
214 1000
15 0
13 9887
31 12059
41 12059
51 12059
14 12087
17 12159
15 12887
15 13138
130 14988
127 14988
127 1
13 24170
32 24663
42 24663
52 24663
14 24697
82 24711
17 24763
32 24785
42 24785
52 24785
82 24797
14 24819
32 24867
42 24867
52 24867
14 24901
82 24906
17 24967
32 24976
42 24976
52 24976
82 24999
14 25010
17 25076
32 25089
42 25089
52 25089
82 25117
14 25123
17 25189
32 25210
42 25210
52 25210
14 25244
82 25245
17 25310
32 25370
42 25370
52 25370
14 25404
82 25410
17 25470
32 25527
42 25527
52 25527
82 25557
14 25562
17 25627
32 25686
42 25686
52 25686
14 25720
82 25757
17 25786
32 25803
42 25803
52 25803
14 25837
82 25843
17 25903
32 25913
42 25913
52 25913
82 25944
14 25947
17 26013
32 26022
42 26022
52 26022
82 26050
14 26056
17 26122
32 26136
42 26136
52 26136
82 26163
14 26170
17 26236
32 26245
42 26245
52 26245
14 26279
82 26280
17 26345
32 26495
42 26495
52 26495
14 26529
82 26550
17 26595
32 26847
42 26847
52 26847
82 26877
14 26881
17 26947
32 26972
42 26972
52 26972
82 26987
14 27006
17 27072
32 27127
42 27127
52 27127
14 27161
15 27170
17 27227
15 27421
130 29271
127 29271
127 0
13 37912
31 39627
41 39627
51 39627
14 39655
81 39670
17 39727
31 39730
41 39730
51 39730
81 39745
14 39758
17 39830
31 39924
41 39924
51 39924
14 39952
17 40024
81 40147
31 40241
41 40241
51 40241
81 40268
14 40269
17 40341
31 40389
41 40389
51 40389
81 40416
14 40417
17 40489
31 40538
41 40538
51 40538
14 40566
81 40572
17 40638
31 40658
41 40658
51 40658
14 40686
81 40705
17 40758
31 40807
41 40807
51 40807
14 40835
81 40861
17 40907
15 40912
15 41163
130 43013
127 43013
127 1
13 50396
32 50628
42 50628
52 50628
82 50639
14 50662
32 50724
42 50724
52 50724
14 50758
82 50780
17 50824
32 52309
42 52309
52 52309
14 52343
82 52369
17 52409
15 53396
15 53647
130 55497
127 55497
127 0
13 66128
31 66358
41 66358
51 66358
14 66386
81 66394
17 66458
31 66616
41 66616
51 66616
14 66644
81 66659
17 66716
31 66732
41 66732
51 66732
81 66752
14 66760
17 66832
31 68322
41 68322
51 68322
14 68350
81 68372
17 68422
15 69128
15 69379
130 71229
127 71229
127 1
13 77968
32 78180
42 78180
52 78180
82 78203
14 78214
32 78273
42 78273
52 78273
14 78307
82 78309
32 78370
42 78370
52 78370
82 78402
14 78404
17 78470
32 79222
42 79222
52 79222
82 79253
14 79256
17 79322
32 79339
42 79339
52 79339
14 79373
82 79401
17 79439
32 79698
42 79698
52 79698
14 79732
82 79772
17 79798
32 80588
42 80588
52 80588
14 80622
82 80655
17 80688
15 80968
15 81219
130 83069
127 83069
127 1
13 92933
32 93162
42 93162
52 93162
82 93194
14 93196
17 93262
32 93264
42 93264
52 93264
14 93298
82 93307
17 93364
32 93373
42 93373
52 93373
14 93407
82 93424
17 93473
32 95653
42 95653
52 95653
14 95687
82 95696
17 95753
32 95770
42 95770
52 95770
82 95794
14 95804
17 95870
15 95933
15 96184
130 98034
127 98034
127 0
13 105678
31 105933
41 105933
51 105933
14 105961
81 105964
31 106031
41 106031
51 106031
81 106054
14 106059
31 106117
41 106117
51 106117
14 106145
81 106155
17 106217
31 106229
41 106229
51 106229
14 106257
81 106276
17 106330
31 106511
41 106511
51 106511
14 106539
81 106558
17 106611
31 106733
41 106733
51 106733
14 106761
81 106765
17 106833
31 107334
41 107334
51 107334
14 107362
81 107378
17 107434
31 107456
41 107456
51 107456
14 107484
81 107491
17 107556
31 107650
41 107650
51 107650
14 107678
81 107717
17 107750
31 108436
41 108436
51 108436
81 108458
14 108464
31 108529
41 108529
51 108529
14 108557
81 108572
17 108629
31 108662
41 108662
51 108662
15 108678
14 108690
17 108762
15 108929
130 110779
127 110779
127 1
13 120268
32 120502
42 120502
52 120502
82 120525
14 120536
32 120584
42 120584
52 120584
14 120618
82 120642
17 120684
15 123269
15 123520
130 125370
127 125370
127 0
13 133374
31 133603
41 133603
51 133603
14 133631
81 133633
31 133685
41 133685
51 133685
81 133712
14 133713
31 133771
41 133771
51 133771
81 133794
14 133799
17 133871
31 133876
41 133876
51 133876
81 133891
14 133904
17 133976
31 134102
41 134102
51 134102
14 134130
81 134141
17 134202
31 134259
41 134259
51 134259
81 134286
14 134287
17 134359
31 134824
41 134824
51 134824
81 134841
14 134852
17 134924
31 136176
41 136176
51 136176
14 136204
81 136258
17 136276
15 136374
